measurement,time,valuie
light,2025-05-26T15:43:36.349680Z,47.46
light,2025-05-26T15:48:36.378558Z,47.92
light,2025-05-26T15:53:36.309773Z,43.32
light,2025-05-26T15:58:36.339496Z,46.08
light,2025-05-26T16:03:36.371879Z,46.08
light,2025-05-26T16:08:36.323963Z,45.62
light,2025-05-26T16:13:36.374167Z,42.85
light,2025-05-26T16:18:36.417882Z,43.78
light,2025-05-26T16:23:36.356686Z,42.85
light,2025-05-26T16:28:36.396068Z,40.55
light,2025-05-26T16:33:36.433802Z,38.25
light,2025-05-26T16:38:36.368639Z,34.56
light,2025-05-26T16:43:36.391170Z,31.8
light,2025-05-26T16:48:36.418467Z,29.49
light,2025-05-26T16:53:36.449122Z,27.65
light,2025-05-26T16:58:36.378879Z,26.27
light,2025-05-26T17:03:36.412639Z,25.34
light,2025-05-26T17:08:36.446042Z,24.42
light,2025-05-26T17:13:36.376061Z,23.5
light,2025-05-26T17:18:36.399261Z,22.12
light,2025-05-26T17:23:36.426085Z,21.2
light,2025-05-26T17:28:36.348816Z,20.28
light,2025-05-26T17:33:36.383340Z,19.35
light,2025-05-26T17:38:36.412811Z,18.43
light,2025-05-26T17:43:36.342451Z,17.05
light,2025-05-26T17:48:36.383840Z,16.13
light,2025-05-26T17:53:36.440373Z,15.21
light,2025-05-26T17:58:36.384615Z,14.28
light,2025-05-26T18:03:36.426777Z,12.9
light,2025-05-26T18:08:36.466467Z,11.98
light,2025-05-26T18:13:36.402251Z,10.6
light,2025-05-26T18:18:36.438930Z,9.68
light,2025-05-26T18:23:36.468862Z,8.29
light,2025-05-26T18:28:36.391108Z,7.37
light,2025-05-26T18:33:36.420565Z,5.99
light,2025-05-26T18:38:36.452057Z,5.07
light,2025-05-26T18:43:36.382454Z,3.69
light,2025-05-26T18:48:36.416145Z,2.76
light,2025-05-26T18:53:36.449272Z,1.84
light,2025-05-26T18:58:36.374362Z,1.38
light,2025-05-26T19:03:36.401873Z,0.46
light,2025-05-26T19:08:36.431250Z,0.0
light,2025-05-26T19:13:36.360159Z,0.0
light,2025-05-26T19:18:36.391924Z,0.0
light,2025-05-26T19:23:36.424154Z,0.0
light,2025-05-26T19:28:36.354195Z,0.0
light,2025-05-26T19:33:36.386267Z,0.0
light,2025-05-26T19:38:36.419185Z,0.0
light,2025-05-26T19:43:36.451733Z,0.0
light,2025-05-26T19:48:36.382078Z,0.0
light,2025-05-26T19:53:36.415914Z,0.0
light,2025-05-26T19:58:36.448147Z,0.0
light,2025-05-26T20:03:36.378258Z,0.0
light,2025-05-26T20:08:36.451254Z,104.6
light,2025-05-26T20:13:36.510132Z,101.38
light,2025-05-26T20:18:36.457513Z,99.53
light,2025-05-26T20:23:36.502979Z,99.07
light,2025-05-26T20:28:36.546290Z,98.61
light,2025-05-26T20:33:36.484750Z,98.15
light,2025-05-26T20:38:36.525786Z,98.15
light,2025-05-26T20:43:36.483222Z,98.15
light,2025-05-26T20:48:36.486898Z,98.15
light,2025-05-26T20:53:36.492796Z,98.15
light,2025-05-26T20:58:36.494209Z,98.15
light,2025-05-26T21:03:36.492463Z,97.69
light,2025-05-26T21:08:36.412619Z,97.69
light,2025-05-26T21:13:36.392140Z,98.61
light,2025-05-26T21:18:36.372092Z,0.0
light,2025-05-26T21:23:36.352167Z,0.0
light,2025-05-26T21:28:36.335509Z,0.0
light,2025-05-26T21:33:36.326251Z,0.0
light,2025-05-26T21:38:36.353664Z,0.0
light,2025-05-26T21:43:36.442915Z,0.0
light,2025-05-26T21:48:36.445524Z,0.0
light,2025-05-26T21:53:36.452136Z,0.0
light,2025-05-26T21:58:36.459455Z,0.0
light,2025-05-26T22:03:36.496127Z,0.0
light,2025-05-26T22:08:36.530448Z,0.0
light,2025-05-26T22:13:36.566081Z,0.0
light,2025-05-26T22:18:36.505236Z,0.0
light,2025-05-26T22:23:36.548685Z,0.0
light,2025-05-26T22:28:36.592856Z,0.0
light,2025-05-26T22:33:36.536988Z,0.0
light,2025-05-26T22:38:36.568169Z,0.0
light,2025-05-26T22:43:36.576509Z,0.0
light,2025-05-26T22:48:36.496887Z,0.0
light,2025-05-26T22:53:36.527292Z,0.0
light,2025-05-26T22:58:36.561275Z,0.0
light,2025-05-26T23:03:36.495675Z,0.0
light,2025-05-26T23:08:36.533954Z,0.0
light,2025-05-26T23:13:36.573716Z,0.0
light,2025-05-26T23:18:36.509773Z,0.0
light,2025-05-26T23:23:36.548907Z,0.0
light,2025-05-26T23:28:36.588356Z,0.0
light,2025-05-26T23:33:36.525538Z,0.0
light,2025-05-26T23:38:36.534411Z,0.0
light,2025-05-26T23:43:36.536125Z,0.0
light,2025-05-26T23:48:36.468665Z,0.0
light,2025-05-26T23:53:36.503240Z,0.0
light,2025-05-26T23:58:36.532526Z,0.0
light,2025-05-27T00:03:36.456940Z,0.0
light,2025-05-27T00:08:36.481683Z,0.0
light,2025-05-27T00:13:36.507468Z,0.0
light,2025-05-27T00:18:36.430315Z,0.0
light,2025-05-27T00:23:36.458012Z,0.0
light,2025-05-27T00:28:36.483093Z,0.0
light,2025-05-27T00:33:36.407202Z,0.0
light,2025-05-27T00:38:36.433735Z,0.0
light,2025-05-27T00:43:36.460866Z,0.0
light,2025-05-27T00:48:36.353342Z,0.0
light,2025-05-27T00:53:36.351173Z,0.0
light,2025-05-27T00:58:36.433910Z,0.0
light,2025-05-27T01:03:36.477719Z,0.0
light,2025-05-27T01:08:36.493771Z,0.0
light,2025-05-27T01:13:36.501098Z,0.0
light,2025-05-27T01:18:36.503448Z,0.0
light,2025-05-27T01:23:36.508574Z,0.0
light,2025-05-27T01:28:36.514067Z,0.0
light,2025-05-27T01:33:36.527287Z,0.0
light,2025-05-27T01:38:36.568358Z,0.0
light,2025-05-27T01:43:36.610534Z,0.0
light,2025-05-27T01:48:36.634365Z,0.0
light,2025-05-27T01:53:36.557538Z,0.0
light,2025-05-27T01:58:36.588385Z,0.0
light,2025-05-27T02:03:36.622923Z,0.0
light,2025-05-27T02:08:36.556826Z,0.0
light,2025-05-27T02:13:36.594776Z,0.0
light,2025-05-27T02:18:36.633147Z,0.46
temperature,2025-04-23T20:33:54.242975Z,23.22
temperature,2025-04-23T20:38:54.259121Z,23.23
temperature,2025-04-23T20:43:54.203892Z,23.24
temperature,2025-04-23T20:48:54.238270Z,23.25
temperature,2025-04-23T20:53:54.273449Z,23.27
temperature,2025-04-23T20:58:54.205750Z,23.29
temperature,2025-04-23T21:03:54.274938Z,23.32
temperature,2025-04-23T21:08:54.301392Z,23.35
temperature,2025-04-23T21:13:54.311787Z,23.37
temperature,2025-04-23T21:18:54.239364Z,23.39
temperature,2025-04-23T21:23:54.283074Z,23.41
temperature,2025-04-23T21:28:54.214295Z,23.42
temperature,2025-04-23T21:33:54.241182Z,23.43
temperature,2025-04-23T21:38:54.290308Z,23.44
temperature,2025-04-23T21:43:54.216218Z,23.45
temperature,2025-04-23T21:48:54.266684Z,23.45
temperature,2025-04-23T21:53:54.277283Z,23.45
temperature,2025-04-23T21:58:54.173755Z,23.45
temperature,2025-04-23T22:03:54.242498Z,23.46
temperature,2025-04-23T22:08:54.278409Z,23.46
temperature,2025-04-23T22:13:54.209076Z,23.46
temperature,2025-04-23T22:18:54.249807Z,23.46
temperature,2025-04-23T22:23:54.142770Z,23.46
temperature,2025-04-23T22:28:54.215111Z,23.46
temperature,2025-04-23T22:33:54.254158Z,23.47
temperature,2025-04-23T22:38:54.289147Z,23.47
temperature,2025-04-23T22:43:54.184936Z,23.47
temperature,2025-04-23T22:48:54.279157Z,23.47
temperature,2025-04-23T22:53:54.278853Z,23.48
temperature,2025-04-23T22:58:54.213638Z,23.48
temperature,2025-04-23T23:03:54.251943Z,23.48
temperature,2025-04-23T23:08:54.279074Z,23.48
temperature,2025-04-23T23:13:54.210520Z,23.48
temperature,2025-04-23T23:18:54.246972Z,23.48
temperature,2025-04-23T23:23:54.180355Z,23.48
temperature,2025-04-23T23:28:54.209906Z,23.48
temperature,2025-04-23T23:33:54.248488Z,23.49
temperature,2025-04-23T23:38:54.290350Z,23.49
temperature,2025-04-23T23:43:54.168791Z,23.49
temperature,2025-04-23T23:48:54.245671Z,23.49
temperature,2025-04-23T23:53:54.180868Z,23.5
temperature,2025-04-23T23:58:54.215308Z,23.5
temperature,2025-04-24T00:03:54.244574Z,23.5
temperature,2025-04-24T00:08:54.174693Z,23.5
temperature,2025-04-24T00:13:54.212695Z,23.49
temperature,2025-04-24T00:18:54.247562Z,23.49
temperature,2025-04-24T00:23:54.279362Z,23.48
temperature,2025-04-24T00:28:54.213403Z,23.48
temperature,2025-04-24T00:33:54.270746Z,23.47
temperature,2025-04-24T00:38:54.207747Z,23.47
temperature,2025-04-24T00:43:54.187634Z,23.46
temperature,2025-04-24T00:48:54.285381Z,23.45
temperature,2025-04-24T00:53:54.332949Z,23.45
temperature,2025-04-24T00:58:54.197762Z,23.44
temperature,2025-04-24T01:03:54.288964Z,23.43
temperature,2025-04-24T01:08:54.314747Z,23.42
temperature,2025-04-24T01:13:54.188894Z,23.42
temperature,2025-04-24T01:18:54.278193Z,23.41
temperature,2025-04-24T01:23:54.310525Z,23.41
temperature,2025-04-24T01:28:54.241981Z,23.4
temperature,2025-04-24T01:33:54.278626Z,23.39
temperature,2025-04-24T01:38:54.301001Z,23.38
temperature,2025-04-24T01:43:54.220844Z,23.37
temperature,2025-04-24T01:48:54.268633Z,23.37
temperature,2025-04-24T01:53:54.285342Z,23.36
temperature,2025-04-24T01:58:54.210142Z,23.36
temperature,2025-04-24T02:03:54.240818Z,23.35
temperature,2025-04-24T02:08:54.279316Z,23.34
temperature,2025-04-24T02:13:54.231926Z,23.34
temperature,2025-04-24T02:18:54.279343Z,23.33
temperature,2025-04-24T02:23:54.319840Z,23.32
temperature,2025-04-24T02:28:54.266521Z,23.32
temperature,2025-04-24T02:33:54.306553Z,23.31
temperature,2025-04-24T02:38:54.339163Z,23.31
temperature,2025-04-24T02:43:54.271034Z,23.3
temperature,2025-04-24T02:48:54.299316Z,23.3
temperature,2025-04-24T02:53:54.171603Z,23.29
temperature,2025-04-24T02:58:54.256367Z,23.29
temperature,2025-04-24T03:03:54.286144Z,23.28
temperature,2025-04-24T03:08:54.179647Z,23.28
temperature,2025-04-24T03:13:54.259090Z,23.27
temperature,2025-04-24T03:18:54.280376Z,23.27
temperature,2025-04-24T03:23:54.311955Z,23.26
temperature,2025-04-24T03:28:54.235553Z,23.25
temperature,2025-04-24T03:33:54.265952Z,23.25
temperature,2025-04-24T03:38:54.188655Z,23.24
temperature,2025-04-24T03:43:54.173496Z,23.24
temperature,2025-04-24T03:48:54.174766Z,23.24
temperature,2025-04-24T03:53:54.298109Z,23.23
temperature,2025-04-24T03:58:54.321586Z,23.22
temperature,2025-04-24T04:03:54.363797Z,23.21
temperature,2025-04-24T04:08:54.287584Z,23.21
temperature,2025-04-24T04:13:54.320569Z,23.2
temperature,2025-04-24T04:18:54.352174Z,23.2
temperature,2025-04-24T04:23:54.295945Z,23.19
temperature,2025-04-24T04:28:54.326087Z,23.19
temperature,2025-04-24T04:33:54.348764Z,23.19
temperature,2025-04-24T04:38:54.286313Z,23.19
temperature,2025-04-24T04:43:54.318001Z,23.2
temperature,2025-04-24T04:48:54.256065Z,23.2
temperature,2025-04-24T04:53:54.278923Z,23.2
temperature,2025-04-24T04:58:54.235542Z,23.2
temperature,2025-04-24T05:03:54.272995Z,23.2
temperature,2025-04-24T05:08:54.326901Z,23.2
temperature,2025-04-24T05:13:54.377548Z,23.2
temperature,2025-04-24T05:18:54.321397Z,23.2
temperature,2025-04-24T05:23:54.361515Z,23.21
temperature,2025-04-24T05:28:54.417108Z,23.21
temperature,2025-04-24T05:33:54.340574Z,23.21
temperature,2025-04-24T05:38:54.375718Z,23.21
temperature,2025-04-24T05:43:54.413436Z,23.21
temperature,2025-04-24T05:48:54.447065Z,23.21
temperature,2025-04-24T05:53:54.380328Z,23.23
temperature,2025-04-24T05:58:54.422704Z,23.24
temperature,2025-04-24T06:03:54.457270Z,23.25
temperature,2025-04-24T06:08:54.392689Z,23.27
temperature,2025-04-24T06:13:54.429961Z,23.28
temperature,2025-04-24T06:18:54.473038Z,23.3
temperature,2025-04-24T06:23:54.409504Z,23.32
temperature,2025-04-24T06:28:54.363696Z,23.33
temperature,2025-04-24T06:33:54.481153Z,23.35
temperature,2025-04-24T06:38:54.335242Z,23.37
temperature,2025-04-24T06:43:54.330402Z,23.38
temperature,2025-04-24T06:48:54.406016Z,23.4
temperature,2025-04-24T06:53:54.300727Z,23.41
temperature,2025-04-24T06:58:54.364715Z,23.42
temperature,2025-04-24T07:03:54.411349Z,23.43
temperature,2025-04-24T07:08:54.343481Z,23.43
temperature,2025-04-24T07:13:54.372885Z,23.43
temperature,2025-04-24T07:18:54.316395Z,23.42
temperature,2025-04-24T07:23:54.345156Z,23.42
temperature,2025-04-24T07:28:54.327521Z,23.42
temperature,2025-04-24T07:33:54.454627Z,23.42
temperature,2025-04-24T07:38:54.390944Z,23.41
temperature,2025-04-24T07:43:54.421777Z,23.41
temperature,2025-04-24T07:48:54.445627Z,23.41
temperature,2025-04-24T07:53:54.299080Z,23.4
temperature,2025-04-24T07:58:54.410587Z,23.39
temperature,2025-04-24T08:03:54.355355Z,23.39
temperature,2025-04-24T08:08:54.371330Z,23.39
temperature,2025-04-24T08:13:54.408992Z,23.39
temperature,2025-04-24T08:18:54.448758Z,23.39
temperature,2025-04-24T08:23:54.471001Z,23.39
temperature,2025-04-24T08:28:54.403623Z,23.39
temperature,2025-04-24T08:33:54.432484Z,23.39
temperature,2025-04-24T08:38:54.462204Z,23.39
temperature,2025-04-24T08:43:54.388420Z,23.4
temperature,2025-04-24T08:48:54.419745Z,23.41
temperature,2025-04-24T08:53:54.452188Z,23.42
temperature,2025-04-24T08:58:54.381773Z,23.43
temperature,2025-04-24T09:03:54.317227Z,23.44
temperature,2025-04-24T09:08:54.443967Z,23.47
temperature,2025-04-24T09:13:54.383088Z,23.5
temperature,2025-04-24T09:18:54.406857Z,23.54
temperature,2025-04-24T09:23:54.441522Z,23.57
temperature,2025-04-24T09:28:54.472281Z,23.6
temperature,2025-04-24T09:33:54.403012Z,23.63
temperature,2025-04-24T09:38:54.437036Z,23.66
temperature,2025-04-24T09:43:54.372271Z,23.69
temperature,2025-04-24T09:48:54.397363Z,23.72
temperature,2025-04-24T09:53:54.429666Z,23.74
temperature,2025-04-24T09:58:54.485233Z,23.77
temperature,2025-04-24T10:03:54.451439Z,23.8
temperature,2025-04-24T10:08:54.505563Z,23.83
temperature,2025-04-24T10:13:54.549074Z,23.85
temperature,2025-04-24T10:18:54.487996Z,23.87
temperature,2025-04-24T10:23:54.537239Z,23.89
temperature,2025-04-24T10:28:54.572589Z,23.91
temperature,2025-04-24T10:33:54.503796Z,23.93
temperature,2025-04-24T10:38:54.536262Z,23.95
temperature,2025-04-24T10:43:54.609690Z,23.97
temperature,2025-04-24T10:48:54.513349Z,23.99
temperature,2025-04-24T10:53:54.548882Z,24.01
temperature,2025-04-24T10:58:54.587869Z,24.04
temperature,2025-04-24T11:03:54.520685Z,24.06
temperature,2025-04-24T11:08:54.560246Z,24.08
temperature,2025-04-24T11:13:54.433184Z,24.1
temperature,2025-04-24T11:18:54.433241Z,24.12
temperature,2025-04-24T11:23:54.468979Z,24.13
temperature,2025-04-24T11:28:54.507043Z,24.14
temperature,2025-04-24T11:33:54.441287Z,24.15
temperature,2025-04-24T11:38:54.477772Z,24.16
temperature,2025-04-24T11:43:54.522642Z,24.17
temperature,2025-04-24T11:48:54.440828Z,24.18
temperature,2025-04-24T11:53:54.458681Z,24.19
temperature,2025-04-24T11:58:54.481339Z,24.2
temperature,2025-04-24T12:03:54.410379Z,24.2
temperature,2025-04-24T12:08:54.445065Z,24.21
temperature,2025-04-24T12:13:54.473912Z,24.21
temperature,2025-04-24T12:18:54.446643Z,24.2
temperature,2025-04-24T12:23:54.448831Z,24.2
temperature,2025-04-24T12:28:54.485027Z,24.2
temperature,2025-04-24T12:33:54.358577Z,24.19
temperature,2025-04-24T12:38:54.366821Z,24.19
temperature,2025-04-24T12:43:54.477103Z,24.18
temperature,2025-04-24T12:48:54.404186Z,24.17
temperature,2025-04-24T12:53:54.435739Z,24.17
temperature,2025-04-24T12:58:54.457062Z,24.16
temperature,2025-04-24T13:03:54.381605Z,24.16
temperature,2025-04-24T13:08:54.433437Z,24.16
temperature,2025-04-24T13:13:54.504203Z,24.16
temperature,2025-04-24T13:18:54.363696Z,24.15
temperature,2025-04-24T13:23:54.396059Z,24.15
temperature,2025-04-24T13:28:54.425414Z,24.15
temperature,2025-04-24T13:33:54.380010Z,24.15
temperature,2025-04-24T13:38:54.439623Z,24.15
temperature,2025-04-24T13:43:54.482746Z,24.14
temperature,2025-04-24T13:48:54.419806Z,24.14
temperature,2025-04-24T13:53:54.445940Z,24.14
temperature,2025-04-24T13:58:54.501926Z,24.14
temperature,2025-04-24T14:03:54.431503Z,24.13
temperature,2025-04-24T14:08:54.454504Z,24.13
temperature,2025-04-24T14:13:54.486797Z,24.13
temperature,2025-04-24T14:18:54.522231Z,24.13
temperature,2025-04-24T14:23:54.468910Z,24.12
temperature,2025-04-24T14:28:54.477797Z,24.12
temperature,2025-04-24T14:33:54.511141Z,24.11
temperature,2025-04-24T14:38:54.458069Z,24.1
temperature,2025-04-24T14:43:54.507534Z,24.1
temperature,2025-04-24T14:48:54.606675Z,24.09
temperature,2025-04-24T14:53:54.459231Z,24.08
temperature,2025-04-24T14:58:54.519910Z,24.07
temperature,2025-04-24T15:03:54.557368Z,24.06
temperature,2025-04-24T15:08:54.542341Z,24.05
temperature,2025-04-24T15:13:54.530952Z,24.04
temperature,2025-04-24T15:18:54.558576Z,24.03
temperature,2025-04-24T15:23:54.479196Z,24.02
temperature,2025-04-24T15:28:54.535702Z,24.02
temperature,2025-04-24T15:33:54.565209Z,24.01
temperature,2025-04-24T15:38:54.513429Z,24.0
temperature,2025-04-24T15:43:54.546963Z,24.0
temperature,2025-04-24T15:48:54.567787Z,23.99
temperature,2025-04-24T15:53:54.525402Z,23.98
temperature,2025-04-24T15:58:54.553821Z,23.97
temperature,2025-04-24T16:03:54.543364Z,23.97
temperature,2025-04-24T16:08:54.512479Z,23.97
temperature,2025-04-24T16:13:54.540347Z,23.97
temperature,2025-04-24T16:18:54.528076Z,23.96
temperature,2025-04-24T16:23:54.489376Z,23.96
temperature,2025-04-24T16:28:54.534948Z,23.95
temperature,2025-04-24T16:33:54.522334Z,23.93
temperature,2025-04-24T16:38:54.480786Z,23.93
temperature,2025-04-24T16:43:54.508811Z,23.92
temperature,2025-04-24T16:48:54.509173Z,23.91
temperature,2025-04-24T16:53:54.540404Z,23.9
temperature,2025-04-24T16:58:54.502420Z,23.89
temperature,2025-04-24T17:03:54.507763Z,23.88
temperature,2025-04-24T17:08:54.536275Z,23.87
temperature,2025-04-24T17:13:54.490767Z,23.87
temperature,2025-04-24T17:18:54.499152Z,23.86
temperature,2025-04-24T17:23:54.531389Z,23.85
temperature,2025-04-24T17:28:54.476150Z,23.84
temperature,2025-04-24T17:33:54.501789Z,23.83
temperature,2025-04-24T17:38:54.573447Z,23.83
temperature,2025-04-24T17:43:54.612994Z,23.82
temperature,2025-04-24T17:48:54.513177Z,23.82
temperature,2025-04-24T17:53:54.594488Z,23.81
temperature,2025-04-24T17:58:54.639479Z,23.8
temperature,2025-04-24T18:03:54.510474Z,23.8
temperature,2025-04-24T18:08:54.508084Z,23.8
temperature,2025-04-24T18:13:54.509288Z,23.81
temperature,2025-04-24T18:18:54.512613Z,23.83
temperature,2025-04-24T18:23:54.513521Z,23.84
temperature,2025-04-24T18:28:54.524506Z,23.84
temperature,2025-04-24T18:33:54.569021Z,23.84
temperature,2025-04-24T18:38:54.521509Z,23.84
temperature,2025-04-24T18:43:54.536914Z,23.84
temperature,2025-04-24T18:48:54.544932Z,23.83
temperature,2025-04-24T18:53:54.627598Z,23.83
temperature,2025-04-24T18:58:54.562653Z,23.84
temperature,2025-04-24T19:03:54.592963Z,23.85
temperature,2025-04-24T19:08:54.540898Z,23.86
temperature,2025-04-24T19:13:54.672223Z,23.87
temperature,2025-04-24T19:18:54.735379Z,23.87
temperature,2025-04-24T19:23:54.641687Z,23.88
temperature,2025-04-24T19:28:54.679785Z,23.88
temperature,2025-04-24T19:33:54.796036Z,23.88
temperature,2025-04-24T19:38:54.644888Z,23.88
temperature,2025-04-24T19:43:54.690773Z,23.88
temperature,2025-04-24T19:48:54.736912Z,23.88
temperature,2025-04-24T19:53:54.784337Z,23.87
temperature,2025-04-24T19:58:54.689435Z,23.87
temperature,2025-04-24T20:03:54.733749Z,23.87
temperature,2025-04-24T20:08:54.789581Z,23.86
temperature,2025-04-24T20:13:54.690334Z,23.86
temperature,2025-04-24T20:18:54.726587Z,23.85
temperature,2025-04-24T20:23:54.662268Z,23.85
temperature,2025-04-24T20:28:54.701699Z,23.84
temperature,2025-04-24T20:33:54.736512Z,23.84
temperature,2025-04-24T20:38:54.774627Z,23.83
temperature,2025-04-24T20:43:54.732480Z,23.83
temperature,2025-04-24T20:48:54.744857Z,23.82
temperature,2025-04-24T20:53:54.780256Z,23.81
temperature,2025-04-24T20:58:54.714247Z,23.81
temperature,2025-04-24T21:03:54.752780Z,23.81
temperature,2025-04-24T21:08:54.685497Z,23.81
temperature,2025-04-24T21:13:54.632472Z,23.81
temperature,2025-04-24T21:18:54.679950Z,23.8
temperature,2025-04-24T21:23:54.780532Z,23.8
temperature,2025-04-24T21:28:54.644641Z,23.8
temperature,2025-04-24T21:33:54.661483Z,23.81
temperature,2025-04-24T21:38:54.655096Z,23.81
temperature,2025-04-25T11:49:35.505349Z,24.93
temperature,2025-04-25T11:54:35.547900Z,24.92
temperature,2025-04-25T11:59:35.583496Z,24.92
temperature,2025-04-25T12:04:35.554134Z,24.93
temperature,2025-04-25T12:09:35.550549Z,24.94
temperature,2025-04-25T12:14:35.586467Z,24.95
temperature,2025-04-25T12:19:35.616526Z,24.96
temperature,2025-04-25T12:24:35.457196Z,24.98
temperature,2025-04-25T12:29:35.479861Z,24.99
temperature,2025-04-25T12:34:35.518889Z,25.0
temperature,2025-04-25T12:39:35.483179Z,25.0
temperature,2025-04-25T12:44:35.598437Z,25.01
temperature,2025-04-25T12:49:35.523481Z,25.01
temperature,2025-04-25T12:54:35.554661Z,25.02
temperature,2025-04-25T12:59:35.474217Z,25.02
temperature,2025-04-25T13:04:35.471385Z,25.01
temperature,2025-04-25T13:09:35.474565Z,25.0
temperature,2025-04-25T13:14:35.481231Z,24.99
temperature,2025-04-25T13:19:35.478803Z,24.98
temperature,2025-04-25T13:24:35.477993Z,24.97
temperature,2025-04-25T13:29:35.596230Z,24.95
temperature,2025-04-25T13:34:35.529389Z,24.93
temperature,2025-04-25T13:39:35.473918Z,24.92
temperature,2025-04-25T13:44:35.490004Z,24.91
temperature,2025-04-25T13:49:35.473799Z,24.91
temperature,2025-04-25T13:54:35.481603Z,24.9
temperature,2025-04-25T13:59:35.497346Z,24.89
temperature,2025-04-25T14:04:35.533628Z,24.88
temperature,2025-04-25T14:09:35.482236Z,24.87
temperature,2025-04-25T14:14:35.494150Z,24.86
temperature,2025-04-25T14:19:35.495155Z,24.86
temperature,2025-04-25T14:24:35.580929Z,24.85
temperature,2025-04-25T14:29:35.554664Z,24.83
temperature,2025-04-25T14:34:35.649939Z,24.82
temperature,2025-04-25T14:39:35.621150Z,24.81
temperature,2025-04-25T14:44:35.619765Z,24.79
temperature,2025-04-25T14:49:35.657643Z,24.77
temperature,2025-04-25T14:54:35.690808Z,24.74
temperature,2025-04-25T14:59:35.624908Z,24.72
temperature,2025-04-25T15:04:35.540707Z,24.69
temperature,2025-04-25T15:09:35.582097Z,24.66
temperature,2025-04-25T15:14:35.629332Z,24.63
temperature,2025-04-25T15:19:35.666925Z,24.61
temperature,2025-04-25T15:24:35.600042Z,24.58
temperature,2025-04-25T15:29:35.537838Z,24.56
temperature,2025-04-25T15:34:35.661143Z,24.54
temperature,2025-04-25T15:39:35.540010Z,24.51
temperature,2025-04-25T15:44:35.620559Z,24.49
temperature,2025-04-25T15:49:35.651084Z,24.46
temperature,2025-04-25T15:54:35.578821Z,24.44
temperature,2025-04-25T15:59:35.611582Z,24.41
temperature,2025-04-25T16:04:35.667087Z,24.39
temperature,2025-04-25T16:09:35.570369Z,24.37
temperature,2025-04-25T16:14:35.615205Z,24.34
temperature,2025-04-25T16:19:35.736972Z,24.33
temperature,2025-04-25T16:24:35.702774Z,24.32
temperature,2025-04-25T16:29:36.617569Z,24.31
temperature,2025-04-25T16:34:35.680855Z,24.3
temperature,2025-04-25T16:39:35.592915Z,24.29
temperature,2025-04-25T16:44:35.613002Z,24.29
temperature,2025-04-25T16:49:35.690189Z,24.29
temperature,2025-04-25T16:54:35.605703Z,24.29
temperature,2025-04-25T16:59:35.866902Z,24.28
temperature,2025-04-25T17:04:35.704699Z,24.28
temperature,2025-04-25T17:09:35.671954Z,24.28
temperature,2025-04-25T17:14:35.698516Z,24.28
temperature,2025-04-25T17:19:35.692890Z,24.28
temperature,2025-04-25T17:24:35.746677Z,24.28
temperature,2025-04-25T17:29:35.661195Z,24.29
temperature,2025-04-25T17:34:35.717631Z,24.29
temperature,2025-04-25T17:42:14.254265Z,24.48
temperature,2025-04-25T17:47:14.311921Z,24.47
temperature,2025-04-25T17:52:14.351822Z,24.46
temperature,2025-04-25T17:57:14.254831Z,24.46
temperature,2025-04-25T18:02:14.284579Z,24.45
temperature,2025-04-25T18:10:20.399652Z,24.39
temperature,2025-04-25T18:19:49.019297Z,24.39
temperature,2025-04-25T18:30:16.034621Z,24.56
temperature,2025-04-25T18:35:16.091704Z,24.56
temperature,2025-04-25T18:40:16.005475Z,24.55
temperature,2025-04-25T18:45:16.045898Z,24.55
temperature,2025-04-25T18:50:16.075328Z,24.55
temperature,2025-04-25T18:55:16.011550Z,24.55
temperature,2025-04-25T19:00:16.097608Z,24.54
temperature,2025-04-25T19:05:16.093883Z,24.54
temperature,2025-04-25T19:10:15.974295Z,24.54
temperature,2025-04-25T19:15:16.065131Z,24.53
temperature,2025-04-25T19:20:16.094736Z,24.52
temperature,2025-04-25T19:25:16.028419Z,24.51
temperature,2025-04-25T19:30:16.060769Z,24.51
temperature,2025-04-25T19:35:16.093506Z,24.5
temperature,2025-04-25T19:40:16.032234Z,24.49
temperature,2025-04-25T19:45:16.023354Z,24.48
temperature,2025-04-25T19:50:16.103271Z,24.46
temperature,2025-04-25T19:55:16.035081Z,24.45
temperature,2025-04-25T20:00:16.070904Z,24.44
temperature,2025-04-25T20:05:16.111602Z,24.43
temperature,2025-04-25T20:10:16.044614Z,24.42
temperature,2025-04-25T20:15:16.079438Z,24.41
temperature,2025-04-25T20:20:16.040717Z,24.41
temperature,2025-04-25T20:25:16.076357Z,24.4
temperature,2025-04-25T20:30:16.016973Z,24.39
temperature,2025-04-25T20:35:16.044287Z,24.38
temperature,2025-04-25T20:40:15.963668Z,24.37
temperature,2025-04-25T20:45:15.982501Z,24.36
temperature,2025-04-25T20:50:16.001545Z,24.35
temperature,2025-04-25T20:55:16.018853Z,24.34
temperature,2025-04-25T21:00:15.950588Z,24.33
temperature,2025-04-25T21:05:15.905662Z,24.32
temperature,2025-04-25T21:10:15.885709Z,24.31
temperature,2025-04-25T21:15:15.906748Z,24.29
temperature,2025-04-25T21:20:15.971268Z,24.28
temperature,2025-04-25T21:25:15.846394Z,24.27
temperature,2025-04-25T21:30:15.952758Z,24.26
temperature,2025-04-25T21:35:15.998715Z,24.25
temperature,2025-04-25T21:40:16.029666Z,24.24
temperature,2025-04-25T21:45:16.088861Z,24.23
