Column1;hour;light;temperature;soil_capacitance;delta_soil;was_watered;hours_since_last_watering;drying_too_fast;forgot_to_water;insufficient_watering;hour_of_day;is_day;rolling_avg_light_6h;rolling_avg_temp_6h;is_light_ok;light_hours_today;timestamp;date;soil_capacitance_in_6h;soil_capacitance_in_12h;needs_watering_now;needs_watering_in_6h;needs_watering_in_12h;too_dark_today;too_bright_now;dark_trend;worth_relocating;ok
0;4/23/2025 20:00;76.03;23.25;51.04;0.0;0;2;0;0;0;20;0;76.03;23.25;0;0;2025-04-23 20:00:00;23.04.2025;50.45;50.07;0;0;0;1;0;0.0;0;0
1;4/23/2025 21:00;72.31;23.41;50.75;-0.28999999999999915;0;3;0;0;0;21;0;74.17;23.33;0;0;2025-04-23 21:00:00;23.04.2025;50.42;50.15;0;0;0;1;0;0.0;0;0
2;4/23/2025 22:00;72.39;23.47;50.19;-0.5600000000000023;0;4;0;0;0;22;0;73.58;23.38;0;0;2025-04-23 22:00:00;23.04.2025;50.14;49.99;0;0;0;1;0;0.0;0;0
3;4/23/2025 23:00;48.43;23.49;51.25;1.0600000000000023;0;5;0;0;0;23;0;67.29;23.4;0;0;2025-04-23 23:00:00;23.04.2025;50.26;50.44;0;0;0;1;0;0.0;0;0
4;4/24/2025 0:00;0.0;23.47;51.0;-0.25;0;6;0;0;0;0;0;53.83;23.42;0;4;2025-04-24 00:00:00;24.04.2025;50.1;50.86;0;0;0;1;0;0.0;0;0
5;4/24/2025 1:00;0.0;23.39;50.43;-0.5700000000000003;0;7;0;0;0;1;0;44.86;23.41;0;4;2025-04-24 01:00:00;24.04.2025;50.53;51.08;0;0;0;1;0;0.0;0;0
6;4/24/2025 2:00;0.0;23.32;50.45;0.020000000000003126;0;8;0;0;0;2;0;32.19;23.42;0;4;2025-04-24 02:00:00;24.04.2025;50.07;52.28;0;0;0;1;0;0.0;0;0
7;4/24/2025 3:00;0.58;23.25;50.42;-0.030000000000001137;0;9;0;0;0;3;0;20.23;23.4;0;4;2025-04-24 03:00:00;24.04.2025;50.15;49.7;0;0;0;1;0;0.0;0;0
8;4/24/2025 4:00;4.49;23.2;50.14;-0.28000000000000114;0;10;0;0;0;4;0;8.92;23.35;0;4;2025-04-24 04:00:00;24.04.2025;49.99;51.85;0;0;0;1;0;0.0;0;0
9;4/24/2025 5:00;10.87;23.21;50.26;0.11999999999999744;0;11;0;0;0;5;0;2.66;23.31;0;4;2025-04-24 05:00:00;24.04.2025;50.44;52.38;0;0;0;1;0;0.0;0;0
10;4/24/2025 6:00;17.82;23.34;50.1;-0.1599999999999966;0;12;0;0;0;6;1;5.63;23.29;0;4;2025-04-24 06:00:00;24.04.2025;50.86;52.21;0;0;0;1;0;0.0;0;0
11;4/24/2025 7:00;26.92;23.42;50.53;0.4299999999999997;0;13;0;0;0;7;1;10.11;23.29;0;4;2025-04-24 07:00:00;24.04.2025;51.08;53.31;0;0;0;1;0;0.0;0;0
12;4/24/2025 8:00;78.26;23.4;50.07;-0.46000000000000085;0;14;0;0;0;8;1;23.16;23.3;0;4;2025-04-24 08:00:00;24.04.2025;52.28;54.22;0;0;0;1;0;0.0;0;0
13;4/24/2025 9:00;131.56;23.61;50.15;0.0799999999999983;0;15;0;0;0;9;1;44.99;23.36;1;4;2025-04-24 09:00:00;24.04.2025;49.7;53.46;0;0;0;1;0;0.0;0;0
14;4/24/2025 10:00;175.6;23.92;49.99;-0.1599999999999966;0;16;0;0;0;10;1;73.5;23.48;1;4;2025-04-24 10:00:00;24.04.2025;51.85;50.7;0;0;0;1;0;0.0;0;0
15;4/24/2025 11:00;123.11;24.14;50.44;0.44999999999999574;0;17;0;0;0;11;1;92.21;23.64;1;4;2025-04-24 11:00:00;24.04.2025;52.38;51.1;0;0;0;1;0;0.0;0;0
16;4/24/2025 12:00;61.56;24.19;50.86;0.4200000000000017;0;18;0;0;0;12;1;99.5;23.78;0;4;2025-04-24 12:00:00;24.04.2025;52.21;51.32;0;0;0;1;0;0.0;0;0
17;4/24/2025 13:00;116.2;24.15;51.08;0.21999999999999886;0;19;0;0;0;13;1;114.38;23.9;1;4;2025-04-24 13:00:00;24.04.2025;53.31;51.25;0;0;0;1;0;0.0;0;0
18;4/24/2025 14:00;95.16;24.11;52.28;1.2000000000000028;0;20;0;0;0;14;1;117.2;24.02;0;4;2025-04-24 14:00:00;24.04.2025;54.22;51.42;0;0;0;1;0;0.0;0;0
19;4/24/2025 15:00;87.82;24.01;49.7;-2.5799999999999983;0;21;0;0;0;15;1;109.91;24.09;0;4;2025-04-24 15:00:00;24.04.2025;53.46;55.26;0;0;0;1;0;0.0;0;0
20;4/24/2025 16:00;82.06;23.94;51.85;2.1499999999999986;0;22;0;0;0;16;1;94.32;24.09;0;4;2025-04-24 16:00:00;24.04.2025;50.7;56.05;0;0;0;1;0;0.0;0;0
21;4/24/2025 17:00;75.99;23.84;52.38;0.5300000000000011;0;23;0;0;0;17;1;86.46;24.04;0;4;2025-04-24 17:00:00;24.04.2025;51.1;55.61;0;0;0;1;0;0.0;0;0
22;4/24/2025 18:00;73.54;23.83;52.21;-0.1700000000000017;0;24;0;0;0;18;1;88.46;23.98;0;4;2025-04-24 18:00:00;24.04.2025;51.32;53.94;0;0;0;1;0;0.0;0;0
23;4/24/2025 19:00;73.46;23.87;53.31;1.1000000000000014;0;25;0;0;0;19;0;81.34;23.93;0;4;2025-04-24 19:00:00;24.04.2025;51.25;53.69;0;0;0;1;0;0.0;0;0
24;4/24/2025 20:00;73.35;23.84;54.22;0.9099999999999966;0;26;0;0;0;20;0;77.7;23.89;0;4;2025-04-24 20:00:00;24.04.2025;51.42;53.3;0;0;0;1;0;0.0;0;0
25;4/24/2025 21:00;73.27;23.81;53.46;-0.759999999999998;0;27;0;0;0;21;0;75.28;23.85;0;4;2025-04-24 21:00:00;24.04.2025;55.26;53.59;0;0;0;1;0;0.0;0;0
26;4/25/2025 11:00;230.71;24.92;50.7;-2.759999999999998;0;28;1;0;0;11;1;100.05;24.02;1;3;2025-04-25 11:00:00;25.04.2025;56.05;53.31;0;0;0;1;0;0.0;0;0
27;4/25/2025 12:00;146.34;24.98;51.1;0.3999999999999986;0;29;0;0;0;12;1;111.78;24.21;1;3;2025-04-25 12:00:00;25.04.2025;55.61;52.8;0;0;0;1;0;0.0;0;0
28;4/25/2025 13:00;100.42;24.95;51.32;0.21999999999999886;0;30;0;0;0;13;1;116.26;24.4;1;3;2025-04-25 13:00:00;25.04.2025;53.94;52.33;0;0;0;1;0;0.0;0;0
29;4/25/2025 14:00;85.63;24.82;51.25;-0.07000000000000028;0;31;0;0;0;14;1;118.29;24.55;0;3;2025-04-25 14:00:00;25.04.2025;53.69;52.7;0;0;0;1;0;0.0;0;0
30;4/25/2025 15:00;72.08;24.55;51.42;0.1700000000000017;0;32;0;0;0;15;1;118.07;24.67;0;3;2025-04-25 15:00:00;25.04.2025;53.3;52.7;0;0;0;1;0;0.0;0;0
31;4/25/2025 16:00;53.15;24.32;55.26;3.8399999999999963;0;33;0;0;0;16;1;114.72;24.76;0;3;2025-04-25 16:00:00;25.04.2025;53.59;52.82;0;0;0;1;0;0.0;0;0
32;4/25/2025 17:00;22.92;24.35;56.05;0.7899999999999991;0;34;0;0;0;17;1;80.09;24.66;0;3;2025-04-25 17:00:00;25.04.2025;53.31;52.85;0;0;0;1;0;0.0;0;0
33;4/25/2025 18:00;90.21;24.51;55.61;-0.4399999999999977;0;35;0;0;0;18;1;70.73;24.58;0;3;2025-04-25 18:00:00;25.04.2025;52.8;53.21;0;0;0;1;0;0.0;0;0
34;4/25/2025 19:00;99.49;24.51;53.94;-1.6700000000000017;0;36;0;0;0;19;0;70.58;24.51;0;3;2025-04-25 19:00:00;25.04.2025;52.33;52.48;0;0;0;1;0;0.0;0;0
35;4/25/2025 20:00;57.52;24.39;53.69;-0.25;0;37;0;0;0;20;0;65.89;24.44;0;3;2025-04-25 20:00:00;25.04.2025;52.7;52.49;0;0;0;1;0;0.0;0;0
36;4/25/2025 21:00;0.0;24.27;53.3;-0.39000000000000057;0;38;0;0;0;21;0;53.88;24.39;0;3;2025-04-25 21:00:00;25.04.2025;52.7;52.38;0;0;0;1;0;0.0;0;0
37;4/25/2025 22:00;0.0;24.16;53.59;0.29000000000000625;0;39;0;0;0;22;0;45.02;24.36;0;3;2025-04-25 22:00:00;25.04.2025;52.82;52.35;0;0;0;1;0;0.0;0;0
38;4/25/2025 23:00;0.0;24.04;53.31;-0.28000000000000114;0;40;0;0;0;23;0;41.2;24.31;0;3;2025-04-25 23:00:00;25.04.2025;52.85;52.6;0;0;0;1;0;0.0;0;0
39;4/26/2025 0:00;0.0;23.87;52.8;-0.5100000000000051;0;41;0;0;0;0;0;26.17;24.21;0;10;2025-04-26 00:00:00;26.04.2025;53.21;52.48;0;0;0;1;0;4.0;1;0
40;4/26/2025 1:00;0.0;23.7;52.33;-0.46999999999999886;0;42;0;0;0;1;0;9.59;24.07;0;10;2025-04-26 01:00:00;26.04.2025;52.48;52.29;0;0;0;1;0;4.0;1;0
41;4/26/2025 2:00;0.0;23.52;52.7;0.37000000000000455;0;43;0;0;0;2;0;0.0;23.93;0;10;2025-04-26 02:00:00;26.04.2025;52.49;51.43;0;0;0;1;0;4.0;1;0
42;4/26/2025 3:00;10.98;23.34;52.7;0.0;0;44;0;0;0;3;0;1.83;23.77;0;10;2025-04-26 03:00:00;26.04.2025;52.38;50.6;0;0;0;1;0;4.0;1;0
43;4/26/2025 4:00;53.18;23.22;52.82;0.11999999999999744;0;45;0;0;0;4;0;10.69;23.62;0;10;2025-04-26 04:00:00;26.04.2025;52.35;50.27;0;0;0;1;0;4.0;1;0
44;4/26/2025 5:00;98.0;23.16;52.85;0.030000000000001137;0;46;0;0;0;5;0;27.03;23.47;0;10;2025-04-26 05:00:00;26.04.2025;52.6;49.97;0;0;0;1;0;4.0;1;0
45;4/26/2025 6:00;175.91;23.22;53.21;0.35999999999999943;0;47;0;0;0;6;1;56.35;23.36;1;10;2025-04-26 06:00:00;26.04.2025;52.48;49.86;0;0;0;1;0;4.0;1;0
46;4/26/2025 7:00;207.47;23.33;52.48;-0.730000000000004;0;48;0;0;0;7;1;90.92;23.3;1;10;2025-04-26 07:00:00;26.04.2025;52.29;49.46;0;0;0;1;0;4.0;1;0
47;4/26/2025 8:00;289.69;23.59;52.49;0.010000000000005116;0;49;0;0;0;8;1;139.21;23.31;1;10;2025-04-26 08:00:00;26.04.2025;51.43;49.49;0;0;0;0;0;4.0;1;0
48;4/26/2025 9:00;312.31;24.02;52.38;-0.10999999999999943;0;50;0;0;0;9;1;189.43;23.42;1;10;2025-04-26 09:00:00;26.04.2025;50.6;49.31;0;0;0;0;0;4.0;1;0
49;4/26/2025 10:00;303.21;24.22;52.35;-0.030000000000001137;0;51;0;0;0;10;1;231.1;23.59;1;10;2025-04-26 10:00:00;26.04.2025;50.27;49.3;0;0;0;0;0;4.0;1;0
50;4/26/2025 11:00;303.36;24.3;52.6;0.25;0;52;0;0;0;11;1;265.32;23.78;1;10;2025-04-26 11:00:00;26.04.2025;49.97;48.99;0;0;0;0;0;4.0;1;0
51;4/26/2025 12:00;200.49;24.33;52.48;-0.12000000000000455;0;53;0;0;0;12;1;269.42;23.96;1;10;2025-04-26 12:00:00;26.04.2025;49.86;49.18;0;0;0;0;0;4.0;1;0
52;4/26/2025 13:00;143.23;24.24;52.29;-0.18999999999999773;0;54;0;0;0;13;1;258.71;24.12;1;10;2025-04-26 13:00:00;26.04.2025;49.46;48.73;0;0;0;0;0;4.0;1;0
53;4/26/2025 14:00;121.23;24.07;51.43;-0.8599999999999994;0;55;0;0;0;14;1;230.64;24.2;1;10;2025-04-26 14:00:00;26.04.2025;49.49;49.07;0;0;0;0;0;4.0;1;0
54;4/26/2025 15:00;101.14;23.9;50.6;-0.8299999999999983;0;56;0;0;0;15;1;195.44;24.18;1;10;2025-04-26 15:00:00;26.04.2025;49.31;48.69;0;0;0;0;0;4.0;1;0
55;4/26/2025 16:00;43.85;23.75;50.27;-0.3299999999999983;0;57;0;0;0;16;1;152.22;24.1;0;10;2025-04-26 16:00:00;26.04.2025;49.3;48.63;0;0;0;0;0;4.0;1;0
56;4/26/2025 17:00;11.44;23.76;49.97;-0.30000000000000426;0;58;0;0;0;17;1;103.56;24.01;0;10;2025-04-26 17:00:00;26.04.2025;48.99;48.16;0;0;0;1;0;4.0;1;0
57;4/26/2025 18:00;52.88;23.81;49.86;-0.10999999999999943;0;59;0;0;0;18;1;78.96;23.92;0;10;2025-04-26 18:00:00;26.04.2025;49.18;48.53;0;0;0;1;0;4.0;1;0
58;4/26/2025 19:00;99.61;23.85;49.46;-0.3999999999999986;0;60;0;0;0;19;0;71.69;23.86;0;10;2025-04-26 19:00:00;26.04.2025;48.73;48.78;0;0;0;1;0;4.0;1;0
59;4/26/2025 20:00;99.07;23.82;49.49;0.030000000000001137;0;61;0;0;0;20;0;68.0;23.82;0;10;2025-04-26 20:00:00;26.04.2025;49.07;48.22;0;0;0;1;0;4.0;1;0
60;4/26/2025 21:00;99.07;23.74;49.31;-0.17999999999999972;0;62;0;0;0;21;0;67.65;23.79;0;10;2025-04-26 21:00:00;26.04.2025;48.69;48.21;0;0;0;1;0;4.0;1;0
61;4/26/2025 22:00;99.07;23.67;49.3;-0.010000000000005116;0;63;0;0;0;22;0;76.86;23.78;0;10;2025-04-26 22:00:00;26.04.2025;48.63;48.53;0;0;0;1;0;4.0;1;0
62;4/26/2025 23:00;99.07;23.59;48.99;-0.30999999999999517;0;64;0;0;0;23;0;91.46;23.75;0;10;2025-04-26 23:00:00;26.04.2025;48.16;48.05;0;0;0;1;0;4.0;1;0
63;4/27/2025 0:00;16.51;23.54;49.18;0.18999999999999773;0;65;0;0;0;0;0;85.4;23.7;0;8;2025-04-27 00:00:00;27.04.2025;48.53;47.92;0;0;0;1;0;4.0;1;0
64;4/27/2025 1:00;0.0;23.37;48.73;-0.45000000000000284;0;66;0;0;0;1;0;68.8;23.62;0;8;2025-04-27 01:00:00;27.04.2025;48.78;48.06;0;0;0;1;0;4.0;1;0
65;4/27/2025 2:00;0.0;23.21;49.07;0.3400000000000034;0;67;0;0;0;2;0;52.29;23.52;0;8;2025-04-27 02:00:00;27.04.2025;48.22;48.05;0;0;0;1;0;4.0;1;0
66;4/27/2025 3:00;4.76;23.1;48.69;-0.38000000000000256;0;68;0;0;0;3;0;36.57;23.41;0;8;2025-04-27 03:00:00;27.04.2025;48.21;47.96;0;0;0;1;0;4.0;1;0
67;4/27/2025 4:00;34.14;23.02;48.63;-0.05999999999999517;0;69;0;0;0;4;0;25.75;23.3;0;8;2025-04-27 04:00:00;27.04.2025;48.53;48.17;0;0;0;1;0;4.0;1;0
68;4/27/2025 5:00;75.3;23.03;48.16;-0.47000000000000597;0;70;0;0;0;5;0;21.79;23.21;0;8;2025-04-27 05:00:00;27.04.2025;48.05;48.48;0;0;0;1;0;4.0;1;0
69;4/27/2025 6:00;101.99;23.12;48.53;0.37000000000000455;0;71;0;0;0;6;1;36.03;23.14;1;8;2025-04-27 06:00:00;27.04.2025;47.92;47.63;0;0;0;1;0;4.0;1;0
70;4/27/2025 7:00;124.34;23.24;48.78;0.25;0;72;0;0;0;7;1;56.76;23.12;1;8;2025-04-27 07:00:00;27.04.2025;48.06;47.76;0;0;0;1;0;4.0;1;0
71;4/27/2025 8:00;142.5;23.38;48.22;-0.5600000000000023;0;73;0;0;0;8;1;80.51;23.15;1;8;2025-04-27 08:00:00;27.04.2025;48.05;47.58;0;0;0;1;0;4.0;1;0
72;4/27/2025 9:00;178.83;23.52;48.21;-0.00999999999999801;0;74;0;0;0;9;1;109.52;23.22;1;8;2025-04-27 09:00:00;27.04.2025;47.96;47.49;0;0;0;1;0;4.0;1;0
73;4/27/2025 10:00;262.12;23.78;48.53;0.3200000000000003;0;75;0;0;0;10;1;147.51;23.34;1;8;2025-04-27 10:00:00;27.04.2025;48.17;47.74;0;0;0;0;0;4.0;1;0
74;4/27/2025 11:00;251.06;24.19;48.05;-0.480000000000004;0;76;0;0;0;11;1;176.81;23.54;1;8;2025-04-27 11:00:00;27.04.2025;48.48;47.29;0;0;0;0;0;4.0;1;0
75;4/27/2025 12:00;161.78;24.45;47.92;-0.12999999999999545;0;77;0;0;0;12;1;186.77;23.76;1;8;2025-04-27 12:00:00;27.04.2025;47.63;47.43;0;0;0;0;0;4.0;1;0
76;4/27/2025 13:00;112.59;24.54;48.06;0.14000000000000057;0;78;0;0;0;13;1;184.81;23.98;1;8;2025-04-27 13:00:00;27.04.2025;47.76;47.7;0;0;0;0;0;4.0;1;0
77;4/27/2025 14:00;98.11;24.4;48.05;-0.010000000000005116;0;79;0;0;0;14;1;177.41;24.15;0;8;2025-04-27 14:00:00;27.04.2025;47.58;47.17;0;0;0;0;0;4.0;1;0
78;4/27/2025 15:00;83.83;24.26;47.96;-0.0899999999999963;0;80;0;0;0;15;1;161.58;24.27;0;8;2025-04-27 15:00:00;27.04.2025;47.49;47.36;0;0;0;0;0;4.0;1;0
79;4/27/2025 16:00;64.36;24.24;48.17;0.21000000000000085;0;81;0;0;0;16;1;128.62;24.35;0;8;2025-04-27 16:00:00;27.04.2025;47.74;47.08;0;0;0;0;0;4.0;1;0
80;4/27/2025 17:00;31.49;24.28;48.48;0.30999999999999517;0;82;0;0;0;17;1;92.03;24.36;0;8;2025-04-27 17:00:00;27.04.2025;47.29;46.89;0;0;1;1;0;4.0;1;0
81;4/27/2025 18:00;2.07;24.1;47.63;-0.8499999999999943;0;83;0;0;0;18;1;65.41;24.3;0;8;2025-04-27 18:00:00;27.04.2025;47.43;47.21;0;0;0;1;0;4.0;1;0
82;4/27/2025 19:00;0.0;23.79;47.76;0.12999999999999545;0;84;0;0;0;19;0;46.64;24.18;0;8;2025-04-27 19:00:00;27.04.2025;47.7;47.01;0;0;0;1;0;4.0;1;0
83;4/27/2025 20:00;0.0;23.51;47.58;-0.17999999999999972;0;85;0;0;0;20;0;30.29;24.03;0;8;2025-04-27 20:00:00;27.04.2025;47.17;46.91;0;0;1;1;0;4.0;1;0
84;4/27/2025 21:00;0.61;23.32;47.49;-0.0899999999999963;0;86;0;0;0;21;0;16.42;23.87;0;8;2025-04-27 21:00:00;27.04.2025;47.36;47.04;0;0;0;1;0;4.0;1;0
85;4/27/2025 22:00;74.69;23.3;47.74;0.25;0;87;0;0;0;22;0;18.14;23.72;0;8;2025-04-27 22:00:00;27.04.2025;47.08;49.69;0;0;0;1;0;4.0;1;0
86;4/27/2025 23:00;96.77;23.46;47.29;-0.45000000000000284;0;88;0;0;0;23;0;29.02;23.58;0;8;2025-04-27 23:00:00;27.04.2025;46.89;46.96;0;1;1;1;0;4.0;1;0
87;4/28/2025 0:00;48.38;23.54;47.43;0.14000000000000057;0;89;0;0;0;0;0;36.74;23.49;0;9;2025-04-28 00:00:00;28.04.2025;47.21;47.35;0;0;0;1;0;4.0;1;0
88;4/28/2025 1:00;0.0;23.46;47.7;0.2700000000000031;0;90;0;0;0;1;0;36.74;23.43;0;9;2025-04-28 01:00:00;28.04.2025;47.01;47.45;0;0;0;1;0;4.0;1;0
89;4/28/2025 2:00;0.0;23.32;47.17;-0.5300000000000011;0;91;0;0;0;2;0;36.74;23.4;0;9;2025-04-28 02:00:00;28.04.2025;46.91;47.44;0;1;0;1;0;4.0;1;0
90;4/28/2025 3:00;12.1;23.13;47.36;0.18999999999999773;0;92;0;0;0;3;0;38.66;23.37;0;9;2025-04-28 03:00:00;28.04.2025;47.04;47.51;0;0;0;1;0;4.0;1;0
91;4/28/2025 4:00;67.74;23.0;47.08;-0.28000000000000114;0;93;0;0;0;4;0;37.5;23.32;0;9;2025-04-28 04:00:00;28.04.2025;49.69;46.97;0;0;1;1;0;4.0;1;0
92;4/28/2025 5:00;124.3;23.0;46.89;-0.18999999999999773;0;94;0;0;0;5;0;42.09;23.24;0;9;2025-04-28 05:00:00;28.04.2025;46.96;47.26;1;1;0;1;0;4.0;1;0
93;4/28/2025 6:00;162.24;23.1;47.21;0.3200000000000003;0;95;0;0;0;6;1;61.06;23.17;1;9;2025-04-28 06:00:00;28.04.2025;47.35;47.36;0;0;0;1;0;4.0;1;0
94;4/28/2025 7:00;197.38;23.24;47.01;-0.20000000000000284;0;96;0;0;0;7;1;93.96;23.13;1;9;2025-04-28 07:00:00;28.04.2025;47.45;47.13;0;0;0;1;0;4.0;1;0
95;4/28/2025 8:00;223.87;23.4;46.91;-0.10000000000000142;0;97;0;0;0;8;1;131.27;23.15;1;9;2025-04-28 08:00:00;28.04.2025;47.44;47.59;1;0;0;0;0;4.0;1;0
96;4/28/2025 9:00;249.79;23.55;47.04;0.13000000000000256;0;98;0;0;0;9;1;170.89;23.22;1;9;2025-04-28 09:00:00;28.04.2025;47.51;47.51;0;0;0;0;0;4.0;1;0
97;4/28/2025 10:00;269.76;23.75;49.69;2.6499999999999986;0;99;0;0;0;10;1;204.56;23.34;1;9;2025-04-28 10:00:00;28.04.2025;46.97;47.63;0;1;0;0;0;4.0;1;0
98;4/28/2025 11:00;268.03;24.02;46.96;-2.729999999999997;0;100;1;0;0;11;1;228.51;23.51;1;9;2025-04-28 11:00:00;28.04.2025;47.26;47.56;1;0;0;0;0;4.0;1;0
99;4/28/2025 12:00;196.95;24.29;47.35;0.39000000000000057;0;101;0;0;0;12;1;234.3;23.71;1;9;2025-04-28 12:00:00;28.04.2025;47.36;47.3;0;0;0;0;0;4.0;1;0
100;4/28/2025 13:00;145.61;24.32;47.45;0.10000000000000142;0;102;0;0;0;13;1;225.67;23.89;1;9;2025-04-28 13:00:00;28.04.2025;47.13;47.26;0;0;0;0;0;4.0;1;0
101;4/28/2025 14:00;114.97;24.2;47.44;-0.010000000000005116;0;103;0;0;0;14;1;207.52;24.02;1;9;2025-04-28 14:00:00;28.04.2025;47.59;47.54;0;0;0;0;0;4.0;1;0
102;4/28/2025 15:00;94.73;24.24;47.51;0.07000000000000028;0;104;0;0;0;15;1;181.68;24.14;0;9;2025-04-28 15:00:00;28.04.2025;47.51;47.26;0;0;0;0;0;4.0;1;0
103;4/28/2025 16:00;65.93;24.37;46.97;-0.5399999999999991;0;105;0;0;0;16;1;147.7;24.24;0;9;2025-04-28 16:00:00;28.04.2025;47.63;47.3;1;0;0;0;0;4.0;1;0
104;4/28/2025 17:00;27.46;24.44;47.26;0.28999999999999915;0;106;0;0;0;17;1;107.61;24.31;0;9;2025-04-28 17:00:00;28.04.2025;47.56;47.03;0;0;0;1;0;4.0;1;0
105;4/28/2025 18:00;50.5;24.42;47.36;0.10000000000000142;0;107;0;0;0;18;1;83.2;24.33;0;9;2025-04-28 18:00:00;28.04.2025;47.3;47.41;0;0;0;1;0;4.0;1;0
106;4/28/2025 19:00;117.89;24.37;47.13;-0.22999999999999687;0;108;0;0;0;19;0;78.58;24.34;0;9;2025-04-28 19:00:00;28.04.2025;47.26;47.3;0;0;0;1;0;4.0;1;0
107;4/28/2025 20:00;96.77;24.42;47.59;0.46000000000000085;0;109;0;0;0;20;0;75.55;24.38;0;9;2025-04-28 20:00:00;28.04.2025;47.54;47.26;0;0;0;1;0;4.0;1;0
108;4/28/2025 21:00;96.77;24.37;47.51;-0.0800000000000054;0;110;0;0;0;21;0;75.89;24.4;0;9;2025-04-28 21:00:00;28.04.2025;47.26;47.17;0;0;0;1;0;4.0;1;0
109;4/28/2025 22:00;24.19;24.2;47.63;0.12000000000000455;0;111;0;0;0;22;0;68.93;24.37;0;9;2025-04-28 22:00:00;28.04.2025;47.3;47.37;0;0;0;1;0;4.0;1;0
110;4/28/2025 23:00;0.0;23.95;47.56;-0.07000000000000028;0;112;0;0;0;23;0;64.35;24.29;0;9;2025-04-28 23:00:00;28.04.2025;47.03;47.4;0;0;0;1;0;4.0;1;0
111;4/29/2025 0:00;0.0;23.75;47.3;-0.2600000000000051;0;113;0;0;0;0;0;55.94;24.18;0;10;2025-04-29 00:00:00;29.04.2025;47.41;47.42;0;0;0;1;0;4.0;1;0
112;4/29/2025 1:00;49.61;23.6;47.26;-0.03999999999999915;0;114;0;0;0;1;0;44.56;24.05;0;10;2025-04-29 01:00:00;29.04.2025;47.3;47.33;0;0;0;1;0;4.0;1;0
113;4/29/2025 2:00;64.82;23.58;47.54;0.28000000000000114;0;115;0;0;0;2;0;39.23;23.91;0;10;2025-04-29 02:00:00;29.04.2025;47.26;47.14;0;0;0;1;0;4.0;1;0
114;4/29/2025 3:00;7.49;23.62;47.26;-0.28000000000000114;0;116;0;0;0;3;0;24.35;23.78;0;10;2025-04-29 03:00:00;29.04.2025;47.17;47.39;0;0;0;1;0;4.0;1;0
115;4/29/2025 4:00;37.9;23.54;47.3;0.03999999999999915;0;117;0;0;0;4;0;26.64;23.67;0;10;2025-04-29 04:00:00;29.04.2025;47.37;47.63;0;0;0;1;0;4.0;1;0
116;4/29/2025 5:00;68.39;23.48;47.03;-0.269999999999996;0;118;0;0;0;5;0;38.04;23.6;0;10;2025-04-29 05:00:00;29.04.2025;47.4;47.7;0;0;0;1;0;4.0;1;0
117;4/29/2025 6:00;140.27;23.49;47.41;0.37999999999999545;0;119;0;0;0;6;1;61.41;23.55;1;10;2025-04-29 06:00:00;29.04.2025;47.42;47.32;0;0;0;1;0;4.0;1;0
118;4/29/2025 7:00;117.73;23.75;47.3;-0.10999999999999943;0;120;0;0;0;7;1;72.77;23.58;1;10;2025-04-29 07:00:00;29.04.2025;47.33;47.27;0;0;0;1;0;4.0;1;0
119;4/29/2025 8:00;113.05;24.11;47.26;-0.03999999999999915;0;121;0;0;0;8;1;80.81;23.66;1;10;2025-04-29 08:00:00;29.04.2025;47.14;47.43;0;0;0;1;0;4.0;1;0
120;4/29/2025 9:00;148.49;24.28;47.17;-0.0899999999999963;0;122;0;0;0;9;1;104.31;23.78;1;10;2025-04-29 09:00:00;29.04.2025;47.39;47.35;0;0;0;1;0;4.0;1;0
121;4/29/2025 10:00;166.54;24.44;47.37;0.19999999999999574;0;123;0;0;0;10;1;125.75;23.92;1;10;2025-04-29 10:00:00;29.04.2025;47.63;47.21;0;0;0;0;0;4.0;1;0
122;4/29/2025 11:00;149.07;24.62;47.4;0.030000000000001137;0;124;0;0;0;11;1;139.19;24.11;1;10;2025-04-29 11:00:00;29.04.2025;47.7;47.18;0;0;0;0;0;4.0;1;0
123;4/29/2025 12:00;196.95;24.79;47.42;0.020000000000003126;0;125;0;0;0;12;1;148.64;24.33;1;10;2025-04-29 12:00:00;29.04.2025;47.32;47.43;0;0;0;0;0;4.0;1;0
124;4/29/2025 13:00;162.16;24.83;47.33;-0.09000000000000341;0;126;0;0;0;13;1;156.04;24.51;1;10;2025-04-29 13:00:00;29.04.2025;47.27;47.48;0;0;0;0;0;4.0;1;0
125;4/29/2025 14:00;127.72;24.82;47.14;-0.18999999999999773;0;127;0;0;0;14;1;158.49;24.63;1;10;2025-04-29 14:00:00;29.04.2025;47.43;47.32;0;0;0;0;0;4.0;1;0
126;4/29/2025 15:00;102.61;24.89;47.39;0.25;0;128;0;0;0;15;1;150.84;24.73;1;10;2025-04-29 15:00:00;29.04.2025;47.35;47.11;0;0;0;0;0;4.0;1;0
127;4/29/2025 16:00;74.0;24.9;47.63;0.240000000000002;0;129;0;0;0;16;1;135.42;24.81;0;10;2025-04-29 16:00:00;29.04.2025;47.21;47.43;0;0;0;0;0;4.0;1;0
128;4/29/2025 17:00;33.45;24.81;47.7;0.07000000000000028;0;130;0;0;0;17;1;116.15;24.84;0;10;2025-04-29 17:00:00;29.04.2025;47.18;47.05;0;0;0;1;0;4.0;1;0
