epoch,accuracy,loss,val_accuracy,val_loss
0,0.3375394344329834,1.272925853729248,0.4683544337749481,0.9627901911735535
1,0.4511041045188904,1.0258840322494507,0.5063291192054749,0.8660334348678589
2,0.5583596229553223,0.8794829249382019,0.5569620132446289,0.7564801573753357
3,0.6182965040206909,0.7995662689208984,0.594936728477478,0.6858171820640564
4,0.5867508053779602,0.7435241937637329,0.6455696225166321,0.6397621035575867
5,0.624605655670166,0.6028945446014404,0.6455696225166321,0.6020986437797546
6,0.6561514139175415,0.647013783454895,0.6329113841056824,0.5773887634277344
7,0.6782334446907043,0.5885754823684692,0.6708860993385315,0.5529125332832336
8,0.6813880205154419,0.5029842853546143,0.6708860993385315,0.5331408381462097
9,0.7444794774055481,0.49735093116760254,0.7088607549667358,0.507795512676239
10,0.7570977807044983,0.42251890897750854,0.6962025165557861,0.4928264021873474
11,0.7287065982818604,0.4579012989997864,0.6835442781448364,0.4752137362957001
12,0.7602523565292358,0.41046690940856934,0.6962025165557861,0.45779210329055786
13,0.7949526906013489,0.38466373085975647,0.7215189933776855,0.4411844313144684
14,0.7760252356529236,0.3755188286304474,0.7341772317886353,0.42763829231262207
15,0.8075709939002991,0.3439880907535553,0.7215189933776855,0.413160502910614
16,0.8044164180755615,0.3568471372127533,0.7215189933776855,0.4016852080821991
17,0.7917981147766113,0.3464575707912445,0.7341772317886353,0.39116233587265015
18,0.801261842250824,0.34536805748939514,0.7594936490058899,0.3803042769432068
19,0.7917981147766113,0.3177989721298218,0.797468364238739,0.36885419487953186
20,0.8170347213745117,0.31389057636260986,0.797468364238739,0.35800108313560486
21,0.8044164180755615,0.3139350712299347,0.7594936490058899,0.3500049412250519
22,0.8170347213745117,0.2997349798679352,0.797468364238739,0.34219223260879517
23,0.8296530246734619,0.3002918064594269,0.8101266026496887,0.33703377842903137
24,0.8296530246734619,0.2855137884616852,0.8101266026496887,0.3353000283241272
25,0.8454258441925049,0.27712348103523254,0.8101266026496887,0.3298589289188385
26,0.8548895716667175,0.2522335350513458,0.8101266026496887,0.321047842502594
27,0.8328076004981995,0.2742539644241333,0.8227847814559937,0.31592169404029846
28,0.8580441474914551,0.24226114153862,0.8101266026496887,0.31541115045547485
29,0.8643532991409302,0.23158730566501617,0.8101266026496887,0.3100966811180115
30,0.8611987233161926,0.238590806722641,0.8481012582778931,0.3051285445690155
31,0.8359621167182922,0.23570369184017181,0.8607594966888428,0.30031436681747437
32,0.8422712683677673,0.21942584216594696,0.8481012582778931,0.29319941997528076
33,0.8296530246734619,0.24800023436546326,0.8227847814559937,0.2904452681541443
34,0.8328076004981995,0.2308903932571411,0.8481012582778931,0.28759437799453735
35,0.8611987233161926,0.24137912690639496,0.8481012582778931,0.2886374890804291
36,0.8895899057388306,0.20413747429847717,0.8481012582778931,0.28191763162612915
37,0.8832807540893555,0.2107294648885727,0.8481012582778931,0.278310090303421
38,0.85173499584198,0.2179650217294693,0.8607594966888428,0.2765660583972931
39,0.8580441474914551,0.18827460706233978,0.8607594966888428,0.2777836322784424
40,0.8675078749656677,0.21965183317661285,0.8607594966888428,0.2719739079475403
41,0.8611987233161926,0.19285240769386292,0.8607594966888428,0.2694550156593323
42,0.8769716024398804,0.18456099927425385,0.8607594966888428,0.27537739276885986
43,0.8832807540893555,0.1845269650220871,0.8481012582778931,0.2766125202178955
44,0.8706624507904053,0.18300338089466095,0.8607594966888428,0.267256498336792
45,0.886435329914093,0.17973299324512482,0.8860759735107422,0.2627504765987396
46,0.8832807540893555,0.17671169340610504,0.8860759735107422,0.26333531737327576
47,0.886435329914093,0.17196281254291534,0.8734177350997925,0.2627653181552887
48,0.8769716024398804,0.18435896933078766,0.8607594966888428,0.2617333233356476
49,0.8895899057388306,0.15802311897277832,0.8607594966888428,0.2617802023887634
50,0.8738170266151428,0.18600958585739136,0.8607594966888428,0.25949910283088684
51,0.8611987233161926,0.18427754938602448,0.8607594966888428,0.25856921076774597
52,0.8422712683677673,0.18611960113048553,0.8607594966888428,0.25517016649246216
53,0.8895899057388306,0.16066180169582367,0.8607594966888428,0.2601555287837982
54,0.9022082090377808,0.15359537303447723,0.8734177350997925,0.2602629065513611
55,0.8801261782646179,0.1695115864276886,0.8607594966888428,0.26017990708351135
