epoch,accuracy,loss,val_accuracy,val_loss
0,0.2807570993900299,1.715820550918579,0.4177215099334717,1.215904712677002
1,0.42902207374572754,1.179237723350525,0.4430379867553711,1.008670449256897
2,0.4668769836425781,1.0210825204849243,0.5189873576164246,0.8905659914016724
3,0.5236592888832092,0.9537398815155029,0.5569620132446289,0.8248180150985718
4,0.5457413196563721,0.8697428107261658,0.5696202516555786,0.7840963006019592
5,0.5804416537284851,0.7421271204948425,0.5696202516555786,0.7410119771957397
6,0.5930599570274353,0.6784452199935913,0.6329113841056824,0.6977062821388245
7,0.6403785347938538,0.6128904223442078,0.6582278609275818,0.6710797548294067
8,0.6435331106185913,0.5689665675163269,0.6582278609275818,0.6518322229385376
9,0.6908517479896545,0.5668528079986572,0.6962025165557861,0.6304029226303101
10,0.7287065982818604,0.5054558515548706,0.6962025165557861,0.6115831732749939
11,0.7287065982818604,0.500477135181427,0.7215189933776855,0.5975205898284912
12,0.7255520224571228,0.4906119108200073,0.7594936490058899,0.5865993499755859
13,0.7160883545875549,0.4951675832271576,0.746835470199585,0.5760422945022583
14,0.7413249015808105,0.42832109332084656,0.7341772317886353,0.5626639127731323
15,0.772870659828186,0.42781779170036316,0.746835470199585,0.5476094484329224
16,0.7917981147766113,0.39416489005088806,0.746835470199585,0.5381521582603455
17,0.7854889631271362,0.3827422857284546,0.746835470199585,0.531989336013794
18,0.7981072664260864,0.3693365752696991,0.746835470199585,0.522930383682251
19,0.801261842250824,0.3368305265903473,0.746835470199585,0.5177751183509827
20,0.7981072664260864,0.3300231397151947,0.746835470199585,0.5108280181884766
21,0.7854889631271362,0.36248981952667236,0.746835470199585,0.5045574903488159
22,0.801261842250824,0.3257364332675934,0.746835470199585,0.4965345561504364
23,0.8454258441925049,0.29056110978126526,0.746835470199585,0.49135535955429077
24,0.8201892971992493,0.2928486168384552,0.746835470199585,0.4804174304008484
25,0.8296530246734619,0.2966994345188141,0.746835470199585,0.46903425455093384
26,0.8296530246734619,0.2932499647140503,0.7341772317886353,0.4587242901325226
27,0.8548895716667175,0.2577096223831177,0.746835470199585,0.45445477962493896
28,0.7981072664260864,0.3112064301967621,0.7594936490058899,0.4557003974914551
29,0.8359621167182922,0.2722562849521637,0.746835470199585,0.45509371161460876
30,0.8611987233161926,0.26100465655326843,0.7594936490058899,0.4532764256000519
31,0.8738170266151428,0.237380713224411,0.7721518874168396,0.4524449110031128
32,0.8675078749656677,0.25798672437667847,0.7721518874168396,0.445900022983551
33,0.8548895716667175,0.25868719816207886,0.7848101258277893,0.4465407431125641
34,0.8706624507904053,0.2393985539674759,0.797468364238739,0.4530642628669739
35,0.9022082090377808,0.20666594803333282,0.797468364238739,0.4466789960861206
