epoch,accuracy,loss,val_accuracy,val_loss
0,0.17350158095359802,2.148503065109253,0.3417721390724182,1.0474365949630737
1,0.3438485860824585,1.3783032894134521,0.5063291192054749,0.8842359185218811
2,0.41009464859962463,1.1459213495254517,0.607594907283783,0.7737782597541809
3,0.5047318339347839,0.9491081237792969,0.6202531456947327,0.6813946962356567
4,0.5804416537284851,0.8163633346557617,0.6708860993385315,0.6191891431808472
5,0.5899053812026978,0.7698204517364502,0.6962025165557861,0.5829309225082397
6,0.6119873523712158,0.6839998364448547,0.7088607549667358,0.5500068664550781
7,0.659305989742279,0.6059319972991943,0.7088607549667358,0.5321248769760132
8,0.659305989742279,0.5632480978965759,0.7215189933776855,0.5167394876480103
9,0.6656151413917542,0.5456586480140686,0.7341772317886353,0.4980854094028473
10,0.687697172164917,0.5059725642204285,0.746835470199585,0.4911791682243347
11,0.7129337787628174,0.4430064558982849,0.746835470199585,0.47387656569480896
12,0.7192429304122925,0.48284029960632324,0.7594936490058899,0.45772185921669006
13,0.7318611741065979,0.4245460629463196,0.746835470199585,0.44645193219184875
14,0.7160883545875549,0.4404900372028351,0.746835470199585,0.4411434829235077
15,0.7697160840034485,0.38912883400917053,0.746835470199585,0.4338962733745575
16,0.7413249015808105,0.38920459151268005,0.7721518874168396,0.4238758385181427
17,0.801261842250824,0.3221283555030823,0.7594936490058899,0.41786086559295654
18,0.7981072664260864,0.32386067509651184,0.7594936490058899,0.4194869101047516
19,0.772870659828186,0.3313097059726715,0.7594936490058899,0.4205608069896698
20,0.7886435389518738,0.31654179096221924,0.7721518874168396,0.41337382793426514
21,0.7917981147766113,0.31622397899627686,0.797468364238739,0.40935689210891724
22,0.8233438730239868,0.31814706325531006,0.7848101258277893,0.4107782244682312
23,0.8075709939002991,0.3008948564529419,0.7721518874168396,0.41694507002830505
24,0.8485804200172424,0.2382386028766632,0.797468364238739,0.42147934436798096
