epoch,accuracy,loss,val_accuracy,val_loss
0,0.2689873278141022,1.4996337890625,0.42500001192092896,1.087821364402771
1,0.4430379867553711,1.2233229875564575,0.512499988079071,0.9403482675552368
2,0.4905063211917877,1.052740216255188,0.5874999761581421,0.8357434272766113
3,0.5348101258277893,0.9308842420578003,0.637499988079071,0.7732955813407898
4,0.5569620132446289,0.8799642324447632,0.6625000238418579,0.7226521372795105
5,0.5537974834442139,0.8343791961669922,0.675000011920929,0.6787220239639282
6,0.6139240264892578,0.7003142237663269,0.675000011920929,0.6462610960006714
7,0.6202531456947327,0.6888861656188965,0.699999988079071,0.6232141852378845
8,0.6360759735107422,0.6199518442153931,0.699999988079071,0.6094968318939209
9,0.6772152185440063,0.5775585174560547,0.7124999761581421,0.5819264650344849
10,0.6740506291389465,0.5315532088279724,0.75,0.5550029277801514
11,0.6613923907279968,0.5228766202926636,0.75,0.5334691405296326
12,0.655063271522522,0.5644112825393677,0.7250000238418579,0.5154529809951782
13,0.7563291192054749,0.44873350858688354,0.7250000238418579,0.5031706690788269
14,0.699367105960846,0.4957561194896698,0.7250000238418579,0.49060195684432983
15,0.7436708807945251,0.41901156306266785,0.75,0.47883743047714233
16,0.7278481125831604,0.4631083905696869,0.75,0.4643525183200836
17,0.7563291192054749,0.41447994112968445,0.762499988079071,0.44980162382125854
18,0.7753164768218994,0.41795098781585693,0.7749999761581421,0.43916815519332886
19,0.797468364238739,0.36205586791038513,0.7749999761581421,0.4353455603122711
20,0.7816455960273743,0.3641458749771118,0.762499988079071,0.42859306931495667
21,0.7879746556282043,0.3505408763885498,0.7749999761581421,0.41868406534194946
22,0.800632894039154,0.3526805341243744,0.762499988079071,0.4138265550136566
23,0.8037974834442139,0.32065218687057495,0.762499988079071,0.4128205180168152
24,0.8354430198669434,0.29276320338249207,0.762499988079071,0.40302959084510803
25,0.844936728477478,0.28210559487342834,0.7749999761581421,0.396436870098114
26,0.8259493708610535,0.33073773980140686,0.762499988079071,0.3980829119682312
27,0.8291139006614685,0.284749299287796,0.7749999761581421,0.39140230417251587
28,0.8291139006614685,0.31002601981163025,0.7749999761581421,0.3739178776741028
29,0.8354430198669434,0.2697104513645172,0.800000011920929,0.3683355450630188
30,0.8196202516555786,0.2645988166332245,0.8125,0.3644033372402191
31,0.8417721390724182,0.2555059492588043,0.824999988079071,0.3553961515426636
32,0.8417721390724182,0.2512250542640686,0.8125,0.3491451144218445
33,0.8481012582778931,0.25542405247688293,0.824999988079071,0.3479299247264862
34,0.8670886158943176,0.24221019446849823,0.824999988079071,0.3347080647945404
35,0.8670886158943176,0.23687423765659332,0.8500000238418579,0.3306707739830017
36,0.8354430198669434,0.23182494938373566,0.8500000238418579,0.3253539204597473
37,0.8797468543052673,0.19653044641017914,0.8374999761581421,0.3255448341369629
38,0.8544303774833679,0.24540942907333374,0.8374999761581421,0.3228086233139038
39,0.8417721390724182,0.25272196531295776,0.8374999761581421,0.3193448483943939
40,0.857594907283783,0.2248465120792389,0.862500011920929,0.31504201889038086
41,0.8639240264892578,0.2212529480457306,0.875,0.30982816219329834
42,0.8544303774833679,0.23604078590869904,0.862500011920929,0.31015703082084656
43,0.8734177350997925,0.22144655883312225,0.8500000238418579,0.30549895763397217
44,0.8386076092720032,0.2011062502861023,0.875,0.2980603575706482
45,0.8860759735107422,0.19920197129249573,0.875,0.3007940948009491
46,0.8797468543052673,0.192404642701149,0.862500011920929,0.30281510949134827
47,0.8481012582778931,0.2124827355146408,0.8500000238418579,0.30349740386009216
