loss,val_loss
0.7018826007843018,0.5514821410179138
0.4742242395877838,0.48986995220184326
0.3575053811073303,0.43593132495880127
0.30647486448287964,0.3918438255786896
0.2775382995605469,0.35278549790382385
0.26054221391677856,0.3163488507270813
0.2366136610507965,0.29024195671081543
0.2258337140083313,0.26807156205177307
0.22549812495708466,0.2464578002691269
0.20448094606399536,0.2268957644701004
0.19993296265602112,0.2103491872549057
0.2006785273551941,0.1962878406047821
0.18843960762023926,0.18692193925380707
0.18880470097064972,0.17787806689739227
0.17307262122631073,0.16709883511066437
0.17672450840473175,0.15510521829128265
0.18248647451400757,0.15286752581596375
0.17244631052017212,0.14422795176506042
0.17233474552631378,0.1461714506149292
0.15916745364665985,0.14207614958286285
0.16109248995780945,0.13223056495189667
0.16015523672103882,0.13902582228183746
0.155809223651886,0.12861309945583344
0.14570684731006622,0.12285088002681732
0.15810935199260712,0.1277596354484558
0.15066848695278168,0.12032610177993774
0.14908726513385773,0.12378291040658951
0.14893987774848938,0.11956334859132767
0.14582066237926483,0.12448185682296753
0.1348542720079422,0.1109510138630867
0.14806610345840454,0.1105857789516449
0.13906817138195038,0.10841243714094162
0.13846203684806824,0.11438680440187454
0.1415233314037323,0.10985559225082397
0.13577207922935486,0.1082189604640007
0.13320457935333252,0.10528160631656647
0.135285422205925,0.10374051332473755
0.12578237056732178,0.10055231302976608
0.12445537000894547,0.10740911215543747
0.14254818856716156,0.10163404792547226
0.12446412444114685,0.11009906232357025
0.14287564158439636,0.10383246839046478
0.13611610233783722,0.1040484607219696
