loss,val_loss
0.6005407571792603,0.5427957773208618
0.3823024034500122,0.44635483622550964
0.3033126890659332,0.38095295429229736
0.27468666434288025,0.3348919451236725
0.2554725706577301,0.2960146963596344
0.23314400017261505,0.27001476287841797
0.23891566693782806,0.24673333764076233
0.21935664117336273,0.2305384874343872
0.19775749742984772,0.21584592759609222
0.20584183931350708,0.2025556117296219
0.19419410824775696,0.19426345825195312
0.19349272549152374,0.19048205018043518
0.17995819449424744,0.1788206696510315
0.18803608417510986,0.16801738739013672
0.1763867288827896,0.16123628616333008
0.17113861441612244,0.15483520925045013
0.16520830988883972,0.14741133153438568
0.1770617663860321,0.14265115559101105
0.16596092283725739,0.13898596167564392
0.14921770989894867,0.13578008115291595
0.15991520881652832,0.13629448413848877
0.16897627711296082,0.13172943890094757
0.16124071180820465,0.12989462912082672
0.14954358339309692,0.12870977818965912
0.15208548307418823,0.12851151823997498
0.14225584268569946,0.12333773076534271
0.15400460362434387,0.11693984270095825
0.149644672870636,0.11772233992815018
0.14738324284553528,0.11719392985105515
0.1344887763261795,0.11421377956867218
0.14022985100746155,0.11196551471948624
0.14168380200862885,0.11470338702201843
0.13758447766304016,0.11243315786123276
0.1307939887046814,0.11116303503513336
0.13143792748451233,0.11047466099262238
0.1295727789402008,0.1087496280670166
0.1334492266178131,0.10891332477331161
0.12286205589771271,0.10978587716817856
0.13714684545993805,0.1080147847533226
0.13132481276988983,0.10270839929580688
0.13367010653018951,0.09950049221515656
0.12210796028375626,0.10011149197816849
0.12414418160915375,0.09841877967119217
0.1317613422870636,0.09909116476774216
0.11322344094514847,0.0973040908575058
0.11940295249223709,0.09688220173120499
0.12311919033527374,0.09451217204332352
0.12495645880699158,0.09674040228128433
0.13392435014247894,0.0932682529091835
0.12596912682056427,0.09692710638046265
0.11392607539892197,0.09240295737981796
0.1258419007062912,0.09063880145549774
0.11382503062486649,0.09117546677589417
0.11389267444610596,0.09263069927692413
0.11755277961492538,0.0915476381778717
0.10978228598833084,0.09449208527803421
0.10279201716184616,0.08876778930425644
0.11342678964138031,0.09039319306612015
0.10540727525949478,0.08932945877313614
0.1097857803106308,0.09032506495714188
0.10822508484125137,0.09028822928667068
0.10921839624643326,0.08633507788181305
0.10606149584054947,0.08598606288433075
0.11340079456567764,0.08744671195745468
0.10441058874130249,0.08673825114965439
0.11362458765506744,0.08331489562988281
0.10603946447372437,0.08087419718503952
0.10367019474506378,0.08507280051708221
0.09789972007274628,0.08625216782093048
0.09419692307710648,0.0812915489077568
0.0989130437374115,0.08072072267532349
0.10371790826320648,0.08200380951166153
0.09949077665805817,0.07960487902164459
0.10135889053344727,0.08234719932079315
0.09370226413011551,0.08336062729358673
0.09937030076980591,0.08402203023433685
0.08904141932725906,0.07929149270057678
0.09713996946811676,0.07958988845348358
0.10213232785463333,0.07734917849302292
0.09743991494178772,0.0800807997584343
0.0991283431649208,0.07155697047710419
0.09924764931201935,0.07300975173711777
0.09323198348283768,0.07793664187192917
0.09915278106927872,0.07684024423360825
0.09236016124486923,0.08025578409433365
0.1006631851196289,0.07447554171085358
