loss,val_loss
0.6471830010414124,0.5621323585510254
0.4444043040275574,0.4871364235877991
0.361985445022583,0.42921897768974304
0.3143146336078644,0.38221514225006104
0.27591726183891296,0.3401912748813629
0.24798740446567535,0.30471912026405334
0.24702046811580658,0.2780044376850128
0.22444592416286469,0.2509683668613434
0.21582390367984772,0.23065072298049927
0.20738236606121063,0.21467217803001404
0.19600553810596466,0.19733917713165283
0.1929263323545456,0.18510708212852478
0.20214638113975525,0.17465192079544067
0.19131729006767273,0.16501204669475555
0.17876136302947998,0.16106188297271729
0.17991827428340912,0.15648306906223297
0.1755703240633011,0.15038906037807465
0.16411210596561432,0.142621710896492
0.1618778109550476,0.13755761086940765
0.16128253936767578,0.133120596408844
0.17722655832767487,0.12828850746154785
0.1526246815919876,0.1265747994184494
0.16052936017513275,0.12358683347702026
0.14886140823364258,0.12093210220336914
0.15701842308044434,0.11578113585710526
0.1463344693183899,0.1153966560959816
0.14926114678382874,0.11075881123542786
0.15668083727359772,0.11060380935668945
0.14636605978012085,0.10846661776304245
0.13245388865470886,0.11023218184709549
0.13531845808029175,0.10985229909420013
0.14996369183063507,0.10988852381706238
0.12661853432655334,0.10597347468137741
0.13225723803043365,0.1052238717675209
0.1312730461359024,0.10351267457008362
0.1429528445005417,0.10207515954971313
0.13312292098999023,0.098853699862957
0.1304684281349182,0.1000465601682663
0.13065186142921448,0.10222955048084259
0.12769483029842377,0.10281024128198624
0.13137580454349518,0.09898938983678818
0.13171130418777466,0.09845922887325287
0.12443692237138748,0.09646206349134445
0.12843568623065948,0.09587040543556213
0.11624458432197571,0.09853941947221756
0.1293894499540329,0.0928383469581604
0.12407070398330688,0.09402789920568466
0.12532304227352142,0.09487327188253403
0.12732182443141937,0.09082775563001633
0.12385857850313187,0.09430423378944397
0.10759157687425613,0.0936485230922699
0.11558926850557327,0.09075645357370377
0.12578268349170685,0.0877349004149437
0.12405584752559662,0.09181427955627441
0.10831768065690994,0.09490076452493668
0.1123591810464859,0.09435948729515076
0.10435942560434341,0.09115618467330933
0.12091345340013504,0.09617313742637634
